sentence_id,source_id,juan_num,juan_label,paragraph_idx,sentence_idx,utterance_id,text_punctuated,text_plain,char_count,has_li,has_qi,li_qi_category,byline,headings
Z046642,卷八十五#p037#s4,85,卷八十五,37,4,卷八十五#p037,"""又問先儒争濮議事,曰:""此只是理㑹稱親。",又問先儒争濮議事曰此只是理㑹稱親,16,True,False,li_only,"{""raw"": ""(人/傑)""}","[{""level"": 2, ""text"": ""禮二""}, {""level"": 3, ""text"": ""儀禮""}, {""level"": 4, ""text"": ""緫論""}, {""level"": 4, ""text"": ""士冠""}, {""level"": 4, ""text"": ""士昏""}, {""level"": 4, ""text"": ""鄉飲酒""}, {""level"": 4, ""text"": ""聘禮""}, {""level"": 4, ""text"": ""公食大夫禮""}, {""level"": 4, ""text"": ""覲禮""}, {""level"": 4, ""text"": ""喪服經傳""}, {""level"": 2, ""text"": ""又問婦人首絰之制曰亦只是大麻索作一環耳(幓/音)""}, {""level"": 4, ""text"": ""既夕""}, {""level"": 4, ""text"": ""少牢饋食""}]"
Z063623,卷一百二十四#p058#s6,124,卷一百二十四,58,6,卷一百二十四#p058,"今要窮理,又無持敬工夫。",今要窮理又無持敬工夫,10,True,False,li_only,"{""raw"": ""(徳明/)""}","[{""level"": 3, ""text"": ""陸氏""}]"
Z025593,卷四十九#p044#s3,49,卷四十九,44,3,卷四十九#p044,"'又曰:""聖人之道,更無精粗,從洒掃應對與精義入神,貫通只一理。",又曰聖人之道更無精粗從洒掃應對與精義入神貫通只一理,25,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""論語三十一""}, {""level"": 3, ""text"": ""子張篇""}, {""level"": 4, ""text"": ""執德不𢎞章""}, {""level"": 4, ""text"": ""子夏之門人問交於子張章""}, {""level"": 4, ""text"": ""雖小道必有可觀章""}, {""level"": 4, ""text"": ""日知其所亡章""}, {""level"": 4, ""text"": ""博學而篤志章""}, {""level"": 4, ""text"": ""百工居肆章""}, {""level"": 4, ""text"": ""大德不踰閑章""}, {""level"": 4, ""text"": ""子夏之門人小子章""}, {""level"": 4, ""text"": ""仕而優則學章""}, {""level"": 4, ""text"": ""孟荘子之孝章""}, {""level"": 4, ""text"": ""衛公孫朝問於子貢章""}, {""level"": 4, ""text"": ""叔孫武叔語大夫章""}, {""level"": 4, ""text"": ""陳子禽謂子貢章""}]"
Z041392,卷七十六#p030#s3,76,卷七十六,30,3,卷七十六#p030,"程先生只是見得道理多後,却須將來寄搭在上面説。",程先生只是見得道理多後却須將來寄搭在上面説,21,True,False,li_only,"{""raw"": ""(淵/)""}","[{""level"": 2, ""text"": ""周易十二""}, {""level"": 3, ""text"": ""下繫""}, {""level"": 4, ""text"": ""右第一章""}, {""level"": 4, ""text"": ""右第二章""}, {""level"": 4, ""text"": ""右第三章""}, {""level"": 4, ""text"": ""右第四章""}, {""level"": 4, ""text"": ""右第五章""}, {""level"": 4, ""text"": ""右第六章""}, {""level"": 4, ""text"": ""右第七章""}, {""level"": 4, ""text"": ""右第八章""}, {""level"": 4, ""text"": ""右第九章""}, {""level"": 4, ""text"": ""右第十章""}, {""level"": 4, ""text"": ""右第十一章""}, {""level"": 4, ""text"": ""右第十二章""}]"
Z001739,卷四#p025#s7,4,卷四,25,7,卷四#p025,"是他元不曾禀得此道理,惟人則得其全,如動物則又近人之性矣。",是他元不曾禀得此道理惟人則得其全如動物則又近人之性矣,26,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""性理一""}, {""level"": 3, ""text"": ""人物之性氣質之性""}]"
Z054651,卷一百一#p030#s1,101,卷一百一,30,1,卷一百一#p030,"吕與叔云:""聖人以中者,不易之理,故以之爲教。",吕與叔云聖人以中者不易之理故以之爲教,18,True,False,li_only,"{""raw"": ""(振/)""}","[{""level"": 2, ""text"": ""程子門人""}, {""level"": 3, ""text"": ""摠論""}, {""level"": 3, ""text"": ""吕與叔""}, {""level"": 3, ""text"": ""謝顯道""}, {""level"": 3, ""text"": ""楊中立""}, {""level"": 3, ""text"": ""游定夫""}, {""level"": 3, ""text"": ""侯希聖""}, {""level"": 3, ""text"": ""尹彦明""}, {""level"": 3, ""text"": ""張思叔""}, {""level"": 3, ""text"": ""郭立之(子和/)""}, {""level"": 3, ""text"": ""胡康侯(雖非門人而嘗見謝/楊今附○子姪附)""}]"
Z071118,卷一百三十九#p109#s1,139,卷一百三十九,109,1,卷一百三十九#p109,"一日說作文曰:""不必著意學如此文章,但須明理,理精後,文字自典實。",一日說作文曰不必著意學如此文章但須明理理精後文字自典實,27,True,False,li_only,"{""raw"": ""(大/雅)""}","[{""level"": 2, ""text"": ""論文上""}]"
Z059675,卷一百十六#p040#s6,116,卷一百十六,40,6,卷一百十六#p040,"若是上智聖人底資質,不用著力,自然存天理而行不流於人欲。",若是上智聖人底資質不用著力自然存天理而行不流於人欲,25,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十三""}, {""level"": 3, ""text"": ""訓門人四""}]"
Z064212,卷一百二十六#p016#s8,126,卷一百二十六,16,8,卷一百二十六#p016,"若聖人此道則不然,於天理大本處,見得是衆人公共底,便只隨他天理去,更無分毫私見。",若聖人此道則不然於天理大本處見得是衆人公共底便只隨他天理去更無分毫私見,35,True,False,li_only,"{""raw"": ""(大/雅)""}","[{""level"": 3, ""text"": ""釋氏""}]"
Z058340,卷一百十三#p011#s11,113,卷一百十三,11,11,卷一百十三#p011,"且如做舉業,亦湏苦心理㑹文字,方可以決科讀書。",且如做舉業亦湏苦心理㑹文字方可以決科讀書,20,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十""}, {""level"": 3, ""text"": ""訓門人一""}]"
Z052026,卷九十五#p112#s8,95,卷九十五,112,8,卷九十五#p112,"大抵不可以在内者爲是,而在外者爲非,只得隨理順應。",大抵不可以在内者爲是而在外者爲非只得隨理順應,22,True,False,li_only,"{""raw"": ""(淳/)""}","[{""level"": 2, ""text"": ""程子之書一(凡入近思録者皆/依次第類為此卷)""}]"
Z070619,卷一百三十九#p006#s2,139,卷一百三十九,6,2,卷一百三十九#p006,"他更不問義理之是非,但有出處,便說好。",他更不問義理之是非但有出處便說好,16,True,False,li_only,"{""raw"": ""(䕫/孫)""}","[{""level"": 2, ""text"": ""論文上""}]"
Z003314,卷八#p013#s2,8,卷八,13,2,卷八#p013,"若是尋究得這箇道理,自然頭頭有箇著落,貫通浹洽,各有條理。",若是尋究得這箇道理自然頭頭有箇著落貫通浹洽各有條理,25,True,False,li_only,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""學二""}, {""level"": 3, ""text"": ""總論為學之方""}]"
Z021896,卷三十九#p043#s3,39,卷三十九,43,3,卷三十九#p043,"今一様敏底,見得容易,又不能堅守,鈍底捱得到,略曉得䖏,便說道理止此,更不深求,惟曾子不肯放舎。",今一様敏底見得容易又不能堅守鈍底捱得到略曉得䖏便說道理止此更不深求惟曾子不肯放舎,40,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""論語二十一""}, {""level"": 3, ""text"": ""先進篇上""}, {""level"": 4, ""text"": ""先進於禮樂章""}, {""level"": 4, ""text"": ""從我於陳蔡章""}, {""level"": 4, ""text"": ""囬也非助我者也""}, {""level"": 4, ""text"": ""南容三復白圭章""}, {""level"": 4, ""text"": ""顔路請子之車章""}, {""level"": 4, ""text"": ""門人厚𦵏章""}, {""level"": 4, ""text"": ""季路問事鬼神章""}, {""level"": 4, ""text"": ""閔子侍側章""}, {""level"": 4, ""text"": ""子貢問師與商也章""}, {""level"": 4, ""text"": ""季氏富於周公章""}, {""level"": 4, ""text"": ""柴也愚章""}, {""level"": 4, ""text"": ""回也其庶乎章""}, {""level"": 4, ""text"": ""子張問善人之道章""}, {""level"": 4, ""text"": ""子畏於匡章""}]"
Z008139,卷十六#p216#s3,16,卷十六,216,3,卷十六#p216,絜矩是四面均平底道理。,絜矩是四面均平底道理,10,True,False,li_only,"{""raw"": ""(㝢/)""}","[{""level"": 2, ""text"": ""大學三""}, {""level"": 3, ""text"": ""傳一章釋眀眀徳""}, {""level"": 3, ""text"": ""傳二章釋新民""}, {""level"": 3, ""text"": ""傳三章釋止於至善""}, {""level"": 3, ""text"": ""傳四章釋本末""}, {""level"": 3, ""text"": ""傳五章釋格物致知""}, {""level"": 3, ""text"": ""𫝊六章釋誠意""}, {""level"": 3, ""text"": ""𫝊七章釋正心脩身""}, {""level"": 3, ""text"": ""𫝊八章釋脩身齊家""}, {""level"": 3, ""text"": ""𫝊九章釋齊家治國""}, {""level"": 3, ""text"": ""𫝊十章釋治國平天下""}]"
Z064267,卷一百二十六#p033#s3,126,卷一百二十六,33,3,卷一百二十六#p033,"若只説道我見箇空,而不知有箇實底道理,却做甚用得?譬如一淵清水,清冷徹底看來,一如無水相似。",若只説道我見箇空而不知有箇實底道理却做甚用得譬如一淵清水清冷徹底看來一如無水相似,40,True,False,li_only,"{""raw"": ""(南/升)""}","[{""level"": 3, ""text"": ""釋氏""}]"
Z032780,卷六十三#p137#s9,63,卷六十三,137,9,卷六十三#p137,"此意甚好,然此亦其理之常,若堯、舜之子不肖,則又非常理也。",此意甚好然此亦其理之常若堯舜之子不肖則又非常理也,24,True,False,li_only,"{""raw"": ""(廣○賀/孫録同)""}","[{""level"": 2, ""text"": ""中庸""}, {""level"": 3, ""text"": ""第三章""}, {""level"": 3, ""text"": ""第四章""}, {""level"": 3, ""text"": ""第六章""}, {""level"": 3, ""text"": ""第八章""}, {""level"": 3, ""text"": ""第九章""}, {""level"": 3, ""text"": ""第十章""}, {""level"": 3, ""text"": ""第十一章""}, {""level"": 3, ""text"": ""第十二章""}, {""level"": 3, ""text"": ""第十三章""}, {""level"": 3, ""text"": ""第十四章""}, {""level"": 3, ""text"": ""第十六章""}, {""level"": 3, ""text"": ""第十七章""}, {""level"": 3, ""text"": ""第十八章""}, {""level"": 3, ""text"": ""第十九章""}]"
Z020004,卷三十五#p072#s10,35,卷三十五,72,10,卷三十五#p072,"'既曰君子,須是事事理㑹得方可。",既曰君子須是事事理㑹得方可,13,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""論語十七""}, {""level"": 3, ""text"": ""泰伯篇""}, {""level"": 4, ""text"": ""泰伯其可謂至徳章""}, {""level"": 4, ""text"": ""恭而無禮章""}, {""level"": 4, ""text"": ""曾子有疾謂門弟子章""}, {""level"": 4, ""text"": ""曾子有疾孟敬子問之章""}, {""level"": 4, ""text"": ""曾子以䏻問於不䏻章""}, {""level"": 4, ""text"": ""曾子曰可以託六尺之孤章""}, {""level"": 4, ""text"": ""曾子曰士不可以不𢎞毅章""}, {""level"": 4, ""text"": ""興於詩章""}, {""level"": 4, ""text"": ""民可使由之章""}, {""level"": 4, ""text"": ""好勇疾貧章""}, {""level"": 4, ""text"": ""如有周公之才之美章""}, {""level"": 4, ""text"": ""三年學章""}, {""level"": 4, ""text"": ""篤信好學章""}, {""level"": 4, ""text"": ""不在其位章""}, {""level"": 4, ""text"": ""師摰之始章""}, {""level"": 4, ""text"": ""狂而不直章""}, {""level"": 4, ""text"": ""學如不及章""}, {""level"": 4, ""text"": ""巍巍乎章""}, {""level"": 4, ""text"": ""大哉堯之為君章""}, {""level"": 4, ""text"": ""舜有臣五人章""}, {""level"": 4, ""text"": ""禹吾無間然章""}]"
Z045199,卷八十一#p143#s2,81,卷八十一,143,2,卷八十一#p143,"古注并諸家,皆作逺字,甚無道理禮記》注訓胡字甚好。",古注并諸家皆作逺字甚無道理禮記注訓胡字甚好,21,True,False,li_only,,"[{""level"": 2, ""text"": ""詩二""}, {""level"": 3, ""text"": ""周南關睢(兼論/二南)""}, {""level"": 3, ""text"": ""卷耳""}, {""level"": 3, ""text"": ""樛木""}, {""level"": 3, ""text"": ""螽斯""}, {""level"": 3, ""text"": ""兎罝""}, {""level"": 3, ""text"": ""漢廣""}, {""level"": 3, ""text"": ""汝墳""}, {""level"": 3, ""text"": ""麟趾""}, {""level"": 3, ""text"": ""召南鵲巢""}, {""level"": 3, ""text"": ""采蘩""}, {""level"": 3, ""text"": ""殷其靁""}, {""level"": 3, ""text"": ""摽有梅""}, {""level"": 3, ""text"": ""江有汜""}, {""level"": 3, ""text"": ""何彼穠矣""}, {""level"": 3, ""text"": ""騶虞""}, {""level"": 3, ""text"": ""弼栢舟""}, {""level"": 3, ""text"": ""緑衣""}, {""level"": 3, ""text"": ""燕燕""}, {""level"": 3, ""text"": ""日月終風""}, {""level"": 3, ""text"": ""式㣲""}, {""level"": 3, ""text"": ""簡兮""}, {""level"": 3, ""text"": ""泉水""}, {""level"": 3, ""text"": ""北門""}, {""level"": 3, ""text"": ""静女""}, {""level"": 3, ""text"": ""二子乘舟""}, {""level"": 3, ""text"": ""干旄""}, {""level"": 3, ""text"": ""淇澳""}, {""level"": 3, ""text"": ""君子陽陽""}, {""level"": 3, ""text"": ""狡童(兼論/鄭詩)""}, {""level"": 3, ""text"": ""鷄鳴""}, {""level"": 3, ""text"": ""著""}, {""level"": 3, ""text"": ""園有桃""}, {""level"": 3, ""text"": ""蟋蟀""}, {""level"": 3, ""text"": ""豳七月""}, {""level"": 3, ""text"": ""鴟鴞""}, {""level"": 3, ""text"": ""東山""}, {""level"": 3, ""text"": ""破斧""}, {""level"": 3, ""text"": ""九罭""}, {""level"": 3, ""text"": ""狼䟦""}, {""level"": 3, ""text"": ""二雅""}, {""level"": 3, ""text"": ""鹿鳴諸篇""}, {""level"": 3, ""text"": ""常棣""}, {""level"": 3, ""text"": ""伐木""}, {""level"": 3, ""text"": ""天保""}, {""level"": 3, ""text"": ""采薇""}, {""level"": 3, ""text"": ""出車""}, {""level"": 3, ""text"": ""魚麗""}, {""level"": 3, ""text"": ""南有嘉魚""}, {""level"": 3, ""text"": ""蓼蕭""}, {""level"": 3, ""text"": ""六月""}, {""level"": 3, ""text"": ""采芑""}, {""level"": 3, ""text"": ""車攻""}, {""level"": 3, ""text"": ""庭燎""}, {""level"": 3, ""text"": ""斯干""}, {""level"": 3, ""text"": ""節南山""}, {""level"": 3, ""text"": ""小弁""}, {""level"": 3, ""text"": ""大東""}, {""level"": 3, ""text"": ""楚茨""}, {""level"": 3, ""text"": ""甫田""}, {""level"": 3, ""text"": ""瞻彼洛矣""}, {""level"": 3, ""text"": ""車牽""}, {""level"": 3, ""text"": ""賓之初筵""}, {""level"": 3, ""text"": ""漸漸之石""}, {""level"": 3, ""text"": ""大雅文王""}, {""level"": 3, ""text"": ""緜""}, {""level"": 3, ""text"": ""棫樸""}, {""level"": 3, ""text"": ""皇矣""}, {""level"": 3, ""text"": ""下武""}, {""level"": 3, ""text"": ""文王有聲""}, {""level"": 3, ""text"": ""生民""}, {""level"": 3, ""text"": ""既醉""}, {""level"": 3, ""text"": ""假樂""}, {""level"": 3, ""text"": ""公劉""}, {""level"": 3, ""text"": ""卷阿""}, {""level"": 3, ""text"": ""民勞""}, {""level"": 3, ""text"": ""板""}, {""level"": 3, ""text"": ""蕩""}, {""level"": 3, ""text"": ""抑""}, {""level"": 3, ""text"": ""雲漢""}, {""level"": 3, ""text"": ""崧髙""}, {""level"": 3, ""text"": ""烝民""}, {""level"": 3, ""text"": ""周頌清廟""}, {""level"": 3, ""text"": ""昊天有成命""}, {""level"": 3, ""text"": ""我将""}, {""level"": 3, ""text"": ""敬之""}, {""level"": 3, ""text"": ""絲衣""}, {""level"": 3, ""text"": ""魯頌泮水""}, {""level"": 3, ""text"": ""閟宫""}, {""level"": 3, ""text"": ""商頌""}, {""level"": 3, ""text"": ""𤣥鳥""}, {""level"": 3, ""text"": ""長發""}]"
Z045562,卷八十三#p020#s1,83,卷八十三,20,1,卷八十三#p020,"左氏之病,是以成敗論是非,而不本於義理之正。",左氏之病是以成敗論是非而不本於義理之正,19,True,False,li_only,,"[{""level"": 2, ""text"": ""春秋""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 4, ""text"": ""經(傳附/)""}, {""level"": 3, ""text"": ""有兩處說皆作刑罰字說(義剛○/十二年)""}]"
Z053912,卷九十八#p103#s1,98,卷九十八,103,1,卷九十八#p103,"龜山有論《西銘》一書,皆非終不識理一,至於稱物平施,亦說不著。",龜山有論西銘一書皆非終不識理一至於稱物平施亦說不著,25,True,False,li_only,"{""raw"": ""(方/)""}","[{""level"": 2, ""text"": ""張子書之一(凡入近思/者為此卷)""}]"
Z006730,卷十五#p053#s7,15,卷十五,53,7,卷十五#p053,"""又問:""凡日用之間,作事接人,皆是格物窮理。",又問凡日用之間作事接人皆是格物窮理,17,True,False,li_only,,"[{""level"": 2, ""text"": ""大學二""}, {""level"": 3, ""text"": ""經下""}]"
Z061430,卷一百十九#p040#s5,119,卷一百十九,40,5,卷一百十九#p040,"要知居敬在此,動時理便自窮,只是主静工夫未到時難説。",要知居敬在此動時理便自窮只是主静工夫未到時難説,23,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十六""}, {""level"": 3, ""text"": ""訓門人七""}]"
Z053721,卷九十八#p063#s3,98,卷九十八,63,3,卷九十八#p063,"心理流行,脉絡貫通,無有不到。",心理流行脉絡貫通無有不到,12,True,False,li_only,"{""raw"": ""(端䝉/)""}","[{""level"": 2, ""text"": ""張子書之一(凡入近思/者為此卷)""}]"
Z045403,卷八十二#p002#s1,82,卷八十二,2,1,卷八十二#p002,"問孝經》一書,文字不多,先生何故不為理㑹過?""曰:""此亦難說。",問孝經一書文字不多先生何故不為理㑹過曰此亦難說,23,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""孝經""}]"
Z001984,卷四#p065#s2,4,卷四,65,2,卷四#p065,"將性對氣字看,性即是此理。",將性對氣字看性即是此理,11,True,True,both,"{""raw"": ""(䕫/孫)""}","[{""level"": 2, ""text"": ""性理一""}, {""level"": 3, ""text"": ""人物之性氣質之性""}]"
Z022635,卷四十一#p041#s4,41,卷四十一,41,4,卷四十一#p041,"佛家所謂視聽,甚無道理。",佛家所謂視聽甚無道理,10,True,False,li_only,"{""raw"": ""(明/作)""}","[{""level"": 2, ""text"": ""論語二十三""}, {""level"": 3, ""text"": ""顔淵篇上""}, {""level"": 4, ""text"": ""顔淵問仁章""}]"
Z008782,卷十八#p013#s4,18,卷十八,13,4,卷十八#p013,"閑時看得道理分曉,則事來時㫁置自易。",閑時看得道理分曉則事來時㫁置自易,16,True,False,li_only,,"[{""level"": 2, ""text"": ""大學五(或問下/)""}, {""level"": 3, ""text"": ""獨其所謂格物致知者一段""}, {""level"": 3, ""text"": ""然則吾子之意亦可得而悉聞一段""}, {""level"": 3, ""text"": ""近世大儒有為格物致知之説一段""}, {""level"": 3, ""text"": ""傳六章""}, {""level"": 3, ""text"": ""傳七章""}, {""level"": 3, ""text"": ""傳九章""}, {""level"": 3, ""text"": ""傳十章""}]"
Z050959,卷九十四#p153#s3,94,卷九十四,153,3,卷九十四#p153,"發字充字,就人㸔,如性焉安焉、執焉復焉,皆是人如此,㣲不可見,周不可窮,却是理如此。",發字充字就人㸔如性焉安焉執焉復焉皆是人如此㣲不可見周不可窮却是理如此,34,True,False,li_only,"{""raw"": ""(端/䝉)""}","[{""level"": 2, ""text"": ""周子之書""}, {""level"": 3, ""text"": ""太極圖""}, {""level"": 3, ""text"": ""通書""}, {""level"": 4, ""text"": ""誠上""}, {""level"": 4, ""text"": ""誠下""}, {""level"": 4, ""text"": ""誠㡬徳""}, {""level"": 4, ""text"": ""聖""}, {""level"": 4, ""text"": ""慎動""}, {""level"": 4, ""text"": ""師""}, {""level"": 4, ""text"": ""幸""}, {""level"": 4, ""text"": ""思""}, {""level"": 4, ""text"": ""志學""}, {""level"": 4, ""text"": ""動静""}, {""level"": 4, ""text"": ""樂一""}, {""level"": 4, ""text"": ""聖學""}, {""level"": 4, ""text"": ""理性命""}, {""level"": 4, ""text"": ""顔子""}, {""level"": 4, ""text"": ""師友""}, {""level"": 4, ""text"": ""勢""}, {""level"": 4, ""text"": ""文辭""}, {""level"": 4, ""text"": ""聖藴""}, {""level"": 4, ""text"": ""精藴""}, {""level"": 4, ""text"": ""乾損益動""}, {""level"": 4, ""text"": ""䝉艮""}, {""level"": 4, ""text"": ""後録""}, {""level"": 4, ""text"": ""拙賦""}]"
Z001747,卷四#p027#s5,4,卷四,27,5,卷四#p027,"然燒甚麽木,則是甚麽氣?亦各不同,這是理元如此。",然燒甚麽木則是甚麽氣亦各不同這是理元如此,20,True,True,both,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""性理一""}, {""level"": 3, ""text"": ""人物之性氣質之性""}]"
Z048955,卷九十#p064#s8,90,卷九十,64,8,卷九十#p064,"""又曰:""陸子静始初理㑹家法,亦齊整。",又曰陸子静始初理㑹家法亦齊整,14,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""禮七""}, {""level"": 3, ""text"": ""祭""}, {""level"": 2, ""text"": ""祭但是拜掃而已林擇之云唐有墓祭(闕/)　　得""}, {""level"": 2, ""text"": ""祭祀食物則以待賔客考妣諱日祭罷裹生絹(闕/)""}]"
Z028988,卷五十九#p007#s4,59,卷五十九,7,4,卷五十九#p007,"若説理之謂性則可,然理之在人在物,亦不可做一等説。",若説理之謂性則可然理之在人在物亦不可做一等説,22,True,False,li_only,"{""raw"": ""(植/)""}","[{""level"": 2, ""text"": ""孟子九""}, {""level"": 3, ""text"": ""告子上""}, {""level"": 4, ""text"": ""性猶杞栁章""}, {""level"": 4, ""text"": ""性猶湍水章""}, {""level"": 4, ""text"": ""生之謂性章""}, {""level"": 4, ""text"": ""食色性也章""}, {""level"": 4, ""text"": ""性無善無不善章""}, {""level"": 4, ""text"": ""富嵗子弟多賴章""}, {""level"": 4, ""text"": ""牛山之木章""}, {""level"": 4, ""text"": ""魚我所欲章""}, {""level"": 4, ""text"": ""仁人心也章""}, {""level"": 4, ""text"": ""人之於身也章""}, {""level"": 4, ""text"": ""公都子問鈞是人也章""}, {""level"": 4, ""text"": ""有天爵者章""}, {""level"": 4, ""text"": ""欲貴者人之同心章""}, {""level"": 4, ""text"": ""仁之勝不仁也章""}, {""level"": 4, ""text"": ""五榖種之羙者章""}, {""level"": 3, ""text"": ""告子下""}, {""level"": 4, ""text"": ""任人有問屋廬子章""}, {""level"": 4, ""text"": ""曹交問曰章""}, {""level"": 4, ""text"": ""淳于髠曰先名實者章""}, {""level"": 4, ""text"": ""魯欲使慎子為將軍章""}, {""level"": 4, ""text"": ""舜發於畎畝章""}, {""level"": 4, ""text"": ""教亦多術矣章""}]"
Z055775,卷一百四#p007#s8,104,卷一百四,7,8,卷一百四#p007,"時下雖是鈍滯,便一件了得一件將來,却有盡理㑹得時。",時下雖是鈍滯便一件了得一件將來却有盡理㑹得時,22,True,False,li_only,"{""raw"": ""(大雅/)""}","[{""level"": 2, ""text"": ""朱子一""}, {""level"": 3, ""text"": ""自論為學工夫""}]"
Z068424,卷一百三十三#p045#s1,133,卷一百三十三,45,1,卷一百三十三#p045,"恢復之計,須是自家喫得些辛苦,少做十年,或二十年,多做三十年,豈有安坐無事,而大功自致之理哉?",恢復之計須是自家喫得些辛苦少做十年或二十年多做三十年豈有安坐無事而大功自致之理哉,40,True,False,li_only,"{""raw"": ""(道/夫)""}","[{""level"": 2, ""text"": ""本朝七""}, {""level"": 3, ""text"": ""盜賊""}, {""level"": 3, ""text"": ""夷狄""}]"
Z005505,卷十三#p087#s2,13,卷十三,87,2,卷十三#p087,"今人扵無義理底言語,儘説了,無義理底事,儘做了,是扵麤底根脚猶未立,却求深微,縱理㑹得,干已甚事?",今人扵無義理底言語儘説了無義理底事儘做了是扵麤底根脚猶未立却求深微縱理㑹得干已甚事,41,True,False,li_only,"{""raw"": ""(升卿/)""}","[{""level"": 2, ""text"": ""學七""}, {""level"": 3, ""text"": ""力行""}]"
Z035818,卷六十八#p062#s7,68,卷六十八,62,7,卷六十八#p062,"葢潛龍則勿用,此便是道理,故聖人為彖辭、象辭、文言,節節推去無限道理。",葢潛龍則勿用此便是道理故聖人為彖辭象辭文言節節推去無限道理,29,True,False,li_only,"{""raw"": ""(銖/)""}","[{""level"": 2, ""text"": ""易四""}, {""level"": 4, ""text"": ""乾上""}]"
Z065954,卷一百三十#p001#s8,130,卷一百三十,1,8,卷一百三十#p001,"""又曰:""介甫變法,固有以召亂,後來又却不别去整理,一向放倒,亦無縁治安。",又曰介甫變法固有以召亂後來又却不别去整理一向放倒亦無縁治安,29,True,False,li_only,"{""raw"": ""(儒用○以/下荆公)""}","[{""level"": 2, ""text"": ""本朝四""}, {""level"": 3, ""text"": ""自熈寧至靖康人物""}]"
Z029597,卷五十九#p113#s10,59,卷五十九,113,10,卷五十九#p113,"及臨事,方要窮理,從那裏捉起,惟是平時,常操得存,自然熟了。",及臨事方要窮理從那裏捉起惟是平時常操得存自然熟了,24,True,False,li_only,"{""raw"": ""(賀孫○/集義)""}","[{""level"": 2, ""text"": ""孟子九""}, {""level"": 3, ""text"": ""告子上""}, {""level"": 4, ""text"": ""性猶杞栁章""}, {""level"": 4, ""text"": ""性猶湍水章""}, {""level"": 4, ""text"": ""生之謂性章""}, {""level"": 4, ""text"": ""食色性也章""}, {""level"": 4, ""text"": ""性無善無不善章""}, {""level"": 4, ""text"": ""富嵗子弟多賴章""}, {""level"": 4, ""text"": ""牛山之木章""}, {""level"": 4, ""text"": ""魚我所欲章""}, {""level"": 4, ""text"": ""仁人心也章""}, {""level"": 4, ""text"": ""人之於身也章""}, {""level"": 4, ""text"": ""公都子問鈞是人也章""}, {""level"": 4, ""text"": ""有天爵者章""}, {""level"": 4, ""text"": ""欲貴者人之同心章""}, {""level"": 4, ""text"": ""仁之勝不仁也章""}, {""level"": 4, ""text"": ""五榖種之羙者章""}, {""level"": 3, ""text"": ""告子下""}, {""level"": 4, ""text"": ""任人有問屋廬子章""}, {""level"": 4, ""text"": ""曹交問曰章""}, {""level"": 4, ""text"": ""淳于髠曰先名實者章""}, {""level"": 4, ""text"": ""魯欲使慎子為將軍章""}, {""level"": 4, ""text"": ""舜發於畎畝章""}, {""level"": 4, ""text"": ""教亦多術矣章""}]"
Z063784,卷一百二十五#p026#s10,125,卷一百二十五,26,10,卷一百二十五#p026,"""蔡云:""道士有箇荘老在上,却不去理㑹。",蔡云道士有箇荘老在上却不去理㑹,15,True,False,li_only,"{""raw"": ""(賀/孫)""}","[{""level"": 2, ""text"": ""老氏(荘/列)""}, {""level"": 3, ""text"": ""老子""}, {""level"": 3, ""text"": ""列子""}, {""level"": 3, ""text"": ""荘子""}, {""level"": 3, ""text"": ""老荘""}, {""level"": 3, ""text"": ""荘列""}, {""level"": 3, ""text"": ""老荘列子""}, {""level"": 2, ""text"": ""老子書""}, {""level"": 3, ""text"": ""道可道章第一""}, {""level"": 3, ""text"": ""谷神不死章第六""}, {""level"": 3, ""text"": ""古之為善士章第十五""}, {""level"": 3, ""text"": ""将欲噏之章第三十六""}, {""level"": 3, ""text"": ""上德不德章第三十八""}, {""level"": 3, ""text"": ""反者道之動章第四十一""}, {""level"": 3, ""text"": ""道生一章第四十二""}, {""level"": 3, ""text"": ""名與身章第四十四""}, {""level"": 3, ""text"": ""天下有道章第四十六""}, {""level"": 3, ""text"": ""治人事天章第五十九""}, {""level"": 2, ""text"": ""荘子書""}, {""level"": 3, ""text"": ""内篇飬生第三""}, {""level"": 3, ""text"": ""外篇天地第十二""}, {""level"": 3, ""text"": ""外篇天運第十四""}, {""level"": 3, ""text"": ""參同契""}, {""level"": 3, ""text"": ""論修飬""}, {""level"": 3, ""text"": ""論道教""}]"
