sentence_id,text,consensus_label
Z018841,"今世以文取士,如義,若教它依經㫖去,說些道理尚得,今却只是體貼字,只就這兩三句題目上說去,全無義理。",N
Z018867,"""曰:""這䖏先要就志於道上理㑹。",N
Z018889,"又說教國子以三徳曰:'至徳以為道本,敏徳以為行本,孝徳以知逆惡至徳謂徳之全體,天下道理,皆由此出,如所謂存心養性之事是也。",C
Z018895,"若只理㑹箇至徳,而無下二者,則空疎去。",N
Z018905,"然此都且就事上說,至依於仁,則無物欲之累,而純乎天理,道至此亦活,徳至此亦活,却亦須㳺於藝。",C
Z018933,"舉一隅,其餘三隅,須是學者自去理㑹。",N
Z018935,憤悱是去理㑹底。,N
Z018936,"若不待憤悱而啓發之,不以三隅,反而復之,則彼不惟不理㑹得,且聽得亦未將做事。",N
Z018941,"若不䏻以三隅反,則於這一隅,亦恐未必理㑹得在。",N
Z018948,"子食於有喪者之側,未甞飽,子於是日,哭則不歌,此是聖人天理。",C
Z018957,"""曰:""聖人情性,便是理。",C
Z019010,"且先看箇'毋意毋必底意,此是甚底心?渾然是箇天理。",C
Z019092,"""又曰:""衆人如此,則是溺於物欲之私;聖人則是誠一之至,心與理合,不自知其如此。",C
Z019120,"'雖是說得異,亦容有此理。",C
Z019125,"才說道求仁而得仁,又何怨?便見得夷、齊兄弟所䖏,無非天理;蒯輙父子所向,無非人欲。",C
Z019142,"看這事,是義理合如此否?如其不必讓而讓之,則未必無怨悔之心矣。",C
Z019150,"所以更問怨乎,夫子說""求仁而得仁,又何怨?""恁地便是要讓,讓方是合這道理。",N
Z019151,"既是以讓為合理,則始知夫子之不為輙。",N
Z019165,"如此事,在顔子,又自理㑹得,亦不必問也。",N
Z019190,"胡家說夷、齊所為,全性命之理。",C
Z019195,"他是先理㑹得那樂後,方見得不義而富且貴,於我如浮雲。",N
Z019198,"問:""樂亦在其中,聖人何為如是之樂?""曰:""正要理㑹聖人之心,如何得恁地?聖人之心,更無些子渣滓,故我之心淘来淘去,也要如聖人之心。",N
Z019218,"問五十學《易》一段曰:""聖人學《易》,於天地萬物之理,吉凶悔吝、進退存亡,皆見得盡,自然無差失。",C
Z019220,"文振問五十以學《易曰:""也只就卦爻上占考其理合何如?他書一事是一理易》却說得闊,也有底事說在裏,未有底事,也說在裏。",C
Z019225,"文王又為之彖象,以釋其義,無非隂陽消長、盛衰伸屈之理。",C
Z019237,"盖陽氣正長,必有消退之漸,自是理勢如此。",C
Z019245,"'又云:'許多道理,本無不可知之數,惟是康節體得熟,只管體来體去,到得熟後看是甚麽事理,無不洞見。",C
Z019254,"如《書》言堯、舜、禹、成湯、伊尹、武王、周公之事,因有許多事業,方說到那裏,若無那事,亦不說到那裏易》則是箇空底物事,未有是事,預先說是理,故包括得盡許多道理,看人做甚事,皆撞著他。",C
Z019257,"""又云易》如占得一爻,須是反觀諸身,果盡得那道理否?如《坤》六二直方大,不習無不利須看自家䏻直䏻方䏻大方䏻,不習無不利,凡皆類此。",C
Z019264,"""長進退存亡之理,其賛《易》,即就胸中,寫出這箇理。",C
Z019317,"從這頭便㸃到那頭,但見義理之無窮,不知身世之可憂,嵗月之有變也。",N
Z019324,"天非真有知識䏻知,但聖人有此理,天亦有此理,故其妙䖏獨與之契合。",C
Z019327,"但見義理無窮,不知嵗月之有改莫我知之歎。",N
Z019348,"聖人言語,雖是平易,高深之理,即便在這裏。",C
Z019373,"恭父問:""必不䏻違天害己,不知當時聖人見其事勢不可害己,還以理度其不䏻害耶?""曰:""若以勢論,則害聖人甚易。",C
Z019374,"唯聖人自知其理,有終不䏻害者。",C
Z019375,"問:""天生徳於予,桓魋其如子何?孔子既如此說了,却又微服而過宋者,乃是天理人事之交盡否?""曰:""然。",C
Z019410,"如入孝、出弟、謹信、汎愛親仁,非謂以前不可讀書,以前亦教他讀書,理㑹許多道理,但必盡得這箇,恰好讀書。",N
Z019416,"說與事理之類,便是文小學》六藝,皆文也。",N
Z019419,"是先教他做箇伎倆,這都是文底事,而後,教他識義理。",N
Z019424,"問文行為先,忠信為次之說,如何?""曰:""世上也自有初問難曉底人,便把忠信與說,又教如何理㑹?也?須且教讀書,漸漸壓伏,這箇身心教定,方可與說。",N
Z019425,"""問:""行有餘力,則以學文,是如何?""曰:""讀書最不要如此比並如上說,怕人卒急難理㑹,須先將文開發他。",N
Z019438,"聖人也只是這箇道理,但是他理㑹得爛熟後,似較聖様,其實只是這道理。",N
Z019446,"縁不甚曉得道理,不可以到聖人,只是恁地便住了。",N
Z019453,"若緊切䖏通,餘䖏自理㑹得。",N
Z019477,"""(《卓錄》云:""如有其寛、有其敬、有其哀時,即觀其淺深當/否如何?今既無之,則吾復以何者而觀之?'言更不可)他都無這箇了,更將何以觀之?如考試一般,若文字平平,尚可就中看好惡,若文理紕繆,更將甚麽去考得論語》如此䖏多,今人都只粗淺滚說過,也自說得,只是聖人本意不如此,只是看得熟了,少間自分别得出。",N
Z019493,"問多聞曰:""聞只是聞人說底,已亦未理㑹得。",N
Z019511,"""何故孔門許多弟子,聖人竟不曾以仁許之?雖以顔子之賢,而尚或違於三月之後,而聖人乃曰""我欲斯至盍亦於日用體騐?我若欲仁,其心如何?仁之至,其意又如何?又如說""非禮勿視聽言動盍亦毎事省察,何者為禮,何者為非禮,而吾又何以䏻勿視勿聽?若毎日如此讀書,庶幾看得道理自我心而得,不為徒言也。",N
Z019514,"若要除却這箇道理,又空讀書,須把自身来體取做得去,方是無疑,若做不去,須要講論。",N
Z019522,"然而有至終身求之而不止者,如何得人皆欲仁?所以後来聖賢不出,盡是庸、凡,便是無肯欲仁者,如何得箇道理,使人皆好仁?所以孔子謂:'吾未見好仁者。",N
Z019524,"如今須是自於這裏,著意思量道如何不欲仁,却欲利禄,如何不好徳,却只好色?於此猛省,恐有箇道理。",C
Z019543,"如云""已自理㑹得,不消說""之類。",N
Z019567,"""聖人也知有此理,故但言我不用禱,而亦不責子路之非也。",C
Z019569,"""或問:""有禱之理否?""曰:""子路說禱爾於上下神祗,便是有此理。",C
Z019578,"病而禱占,亦有此理。",C
Z019602,"大抵曰温、曰威、曰恭,三字是主,曰厲、曰不猛、曰安,是帶說上下二句,易理㑹。",N
Z019649,"但岐山下,却亦是商經理不到,䖏亦是空地。",N
Z019650,"當時邠也只是一片荒凉之地,所以他去那裏,輯理起来。",N
Z019663,"泰伯、文王、伯夷、叔齊,是行一不義,殺一不辜,而得天下不為底道理;太王、湯、武是弔民伐罪,為天下除殘賊底道理。",N
Z019664,"常也是道理合如此;變也是道理合如此,其實只是一般。",N
Z019717,"他就大䖏理㑹,便知得品節如此。",N
Z019736,"當念慮之微,有毫髪差錯,便是悖理傷道,便是不孝。",N
Z019745,"只理㑹這箇道理,分曉自不危。",N
Z019765,"暴是剛者之過,慢是寛柔者之過,鄙是凡淺,倍是背理。",N
Z019767,"又有說得甚高,而實背於理者,此是倍,不可不辨也。",N
Z019771,"倍,只是倍於理。",N
Z019772,"出辭氣時,須要看得道理如何後,方出,則不倍於理。",N
Z019791,"正顔色便須近實,鄙便是說一様卑底說話,倍是逆理。",N
Z019810,"然此則/有司之事,我亦只理㑹身上事)",N
Z019812,"須要理㑹,如何得?動容貌便㑹逺暴慢,正顔色便㑹近信,出辭氣便㑹逺鄙倍?須知得曾子如此說,不是到動容貌、正顔色、出辭氣時,方自㑹恁地。",N
Z019855,"問君子所貴乎道者三曰:""學者觀此一段,須看他兩節,先看所貴乎道者是如何?這箇是所貴所重者,至於一籩一豆,皆是理。",C
Z019856,"但這箇事,自有人管我,且理㑹箇大者。",N
Z019858,"但是於自己身上大䖏,却不曾理㑹,何貴於學?""先生因言:""近来學者,多務高逺,不自近䖏着工夫。",N
Z019863,"然父子、兄弟、君臣之間,各有一箇當然之理,是道也。",C
Z019872,"若是其他,也不是不管,只是說人於己身上事,都不照管,却只去理㑹那籩豆等小事,便不得言。",N
Z019874,"若全不理㑹,將見以籩為豆,以豆為籩,都無理㑹了。",N
Z019882,"""盖常人容貌不暴則多慢,顔色易得近色荘,言語易得鄙而倍理。",N
Z019894,"暴慢鄙倍、近信,皆是自己分内事,惟近信,不好理㑹。",N
Z019895,"盖君子才正顔色,自有箇誠實底道理,異乎色取仁而行違者也。",N
Z019965,"學者莫若且理㑹自反,却見得自家長短。",N
Z019987,"况㳺談聚議,習為軟熟,卒然有警,何以得其仗節死義乎?大抵不顧義理,只計較利害,皆奴婢之態,殊可鄙厭。",N
Z020004,"'既曰君子,須是事事理㑹得方可。",N
Z020033,"且如執徳不𢎞""之𢎞,便見此𢎞字,謂為人有許多道理,及至學来,下梢却做得狹窄了,便是不𢎞。",N
Z020038,"問𢎞、毅之𢎞曰:""𢎞是寛廣,事事著得,道理也著得,事物也著得事物逆来也著得,順来也著得,富貴也著得,貧賤也著得。",N
Z020048,"""曰:""心體是多少大大,而天地之理,纔要思量,便都在這裏。",C
Z020061,"但不是寛容人,乃寛容得義理耳。",N
Z020063,"人之狹隘者,只守得一義一理,便自足。",C
Z020069,"問𢎞毅曰:""𢎞是寛廣耐事,事事都著得,道理也著得多,人物也著得多。",N
Z020080,"在這裏道理也只着得一說,事事都只着得一)",N
Z020083,"""問:""人之資禀偏駁,如何便要得恁地?""曰:""既知不𢎞不毅,便警醒令𢎞毅,如何討道理,教他莫恁地𢎞毅,䖏固未見得,若不𢎞不毅,䖏亦易見。",N
Z020085,"既知此道理當恁地,既不䏻行,又不䏻守,知得道理不當恁地,却又不䏻割捨,除却不𢎞,便是𢎞,除了不毅,便是毅。",N
Z020086,"這䖏亦須是見得道理分曉,磊磊落落,這箇都由我䖏置。",N
Z020095,"/不毅便倒東墜西,見道理合當如此。",N
Z020096,又不䏻行不䏻)(守見道理不當如此。,N
Z020098,"然亦須)(是見道理極分曉,磊磊落落在這裏,無遁情病。",N
Z020114,"許多道理,也只是這箇仁,人也只要成就這箇仁,須是擔當得去。",N
Z020153,"""又曰:""到得成於樂,是甚次第?幾與理為一,看有甚放僻邪侈,一齊都滌盪得盡,不留些子。",C
Z020155,"然看得来,只是讀書理㑹道理,只管將来涵泳,到浹洽貫通熟䖏,亦有此意思。",N
Z020161,"樂者,䏻動盪人之血氣,使人有些小不善之意,都着不得,便純是天理,此所謂成於樂。",C
Z020196,"古人此身,終日都在禮之中,不由)(自家古人興於《詩,猶有言語以諷誦,禮全無說話,只/是恁地做去,樂更無說話,只是聲音節奏,使人聞之)(自然和平,故荀子曰'禮樂法而不說曰:""此章與志於/道,相表裏否?""曰:""彼是言徳性道理,此是言事業工夫)。",N
Z020219,"今人須加訓詁,方理㑹得,又失其歌詠之律,如何?一去看着,便䏻興起善意?以今觀之,不若熟理㑹《論語》,方䏻興起善意也。",N
Z020240,"這䖏只理㑹如何是興於詩,如何是立於禮,如何是成於樂。",N
Z020299,"若義理之精微,則如何說得他曉?",N
Z020314,"且以淺近易見者言之,如說道理,這自是世上公共底物事,合當大家說出来。",N
Z020322,"某昨見一箇人,學得些子道理,便都不肯向人說。",N
Z020411,"因論舜、禹有天下而不與之義曰:""此等䖏,且玩味本文,看他語意所重,落向何䖏?眀道說得義理甚閎闊集注》却說得小。",N
Z020434,"聖人已說底話,尚未理㑹得,何况聖人未做底事,如何測度得?""後再有問者,先生乃曰:""若紂之惡極,文王未死也,只得征伐救民。",N
Z020457,"如武未盡善,此等䖏,未消理㑹,且存放那裏。",N
Z020472,"然聖人若不言,則人又理㑹不得,如何是利,如何是命,如何是仁,故不可不言。",N
Z020485,"於近世胡氏父子見之,踢著脚指頭,便是仁,少間都使人不去窮其理是如何?只是口裏說箇仁字,便有此等病出来。",N
Z020502,"文振問子罕言利與命與仁曰:""命只是一箇命,有以理言者,有以氣言者。",C
Z020503,"天之所以賦與人者,是理也;人之所以夀夭窮通者,是氣也。",C
Z020504,"理精微而難言,氣數又不可盡委之,而至於廢人事,故聖人罕言之也。",C
Z020505,"仁之理至大,數言之,不惟使人躐等,亦使人有玩之之心。",C
Z020532,"問:""意如何毋得?""曰:""凡事順理,則意自正。",C
Z020533,"毋意者,主理而言,不順理,則只是自家私意。",C
Z020541,"聖人只看理當為便為,不當為便不為,不曾道我要做,我不要做,只容一箇我,便是意了。",C
Z020551,"人我只是理,一分自不同。",C
Z020566,"聖人作事,初無私意,或為或不為,不在己意,而惟理之是從,又何固必有我哉?",C
Z020573,"凡人做事,必先起意,不問理之是非,必期欲事成而已。",C
Z020608,"""又問:""若自學者而言,欲絶意必固我,到聖人地位,無此四者,則復於未發之前,復於未發之前,盖全其天理耳。",C
Z020616,"""或謂""意必固我既亡之後,必有事焉""者曰:""意必固我既亡,便是天理流行,鳶飛魚躍,何必更任私意也?""",A
Z020619,"若既無此,天理流出,亦須省着。",A
Z020620,"問:""意必固我伊川以發而當者,理也;發而不當者,私意也此語是否?""曰:""不是如此。",C
Z020623,"縱使發而偶然當理也,只是私意,未說到當理。",C
Z020672,"'何故却復有此說?'曰:""理固如是,事則不可知。",C
Z020702,"聖人賢於堯、舜䖏却在於収拾累代聖人之典章、禮樂、制度、義理,以垂於世,不在此等小小䖏。",N
Z020781,"如此是天理,如此是人欲,不入人欲,則是天理。",C
Z020782,"禮者,天理之節文。",C
Z020789,"""又云:""天理、人欲,只要認得分眀,便喫一盞茶時,亦要知其孰為天理,孰為人欲。",C
Z020792,"雖是說裏,然求来求去,終歸於一理,乃所以約禮也易》所謂'尺蠖之屈,以求伸也;龍蛇之蟄,以存身也;精義入神,以致用也;利用安身,以崇徳也。",C
Z020871,"及夫既竭吾才,如此精専,方見得夫子動容周旋,無不中䖏,皆是天理之流行,卓然如此分曉。",A
Z020890,"""曰:""看他/别自有一箇道理。",N
Z020930,"盖天下之理,都理㑹透到,無可理㑹,䖏便約。",N
Z020935,"物理窮盡,卓然於事物之表,眼前都攔自家不住,如此則所謂崇,戒謹恐懼,一舉一動,一言一行,無不著力,如此則是卑。",N
Z020937,"""又問:""知崇如天,禮卑如地,而後人之理行乎?""曰:""知禮成性,而天理行乎其間矣。",A
Z020949,"盖聖人之道,是箇恰好底道理,所以不可及。",N
Z020979,"問由之行詐如何?""曰:""見子路要尊聖人,恥於無臣而為之,一時不䏻循道理,子路本心,亦不知其為詐。",N
Z020990,"問:""子欲居九夷,使聖人居之,真有可變之理否?""曰:""然。",C
Z021003,"然工夫却愈精宻,道理却愈無窮。",N
Z021036,"儒者只從言語文字上做,有知此事是合理㑹者,亦只做一塲話說過了,所以輸與他。",N
Z021084,"道是虚底道理,因這箇物事上面方看見。",C
Z021092,"又曰:""天理流行之妙,若少有私欲以間之,便如水被些障塞,不得㴞㴞地流去。",A
Z021102,"""公且思量良久,乃曰:""今諸公讀書,只是去理㑹得文義,更不去理㑹得意。",N
Z021104,"這箇道理,吾身也在裏面,萬物亦在裏面,天地亦在裏面,通同只是一箇物事,無障蔽無遮礙。",C
Z021105,"吾之心即天地之心,聖人即川之流,便見得也是此理,無往而非極致。",C
Z021134,"這箇道理難當,只管恁地勉強去。",N
Z021173,"道夫問仁者不憂曰:""仁者通體是理,無一㸃私心。",C
Z021181,"若能克去私意,日間純是天理,自無所憂,如何不是仁?""",C
Z021194,"如近来耿氏說《易》女子貞不字,伊川說作字育之字,耿氏說作許嫁笄而字之字,言女子貞不字者,謂其未許嫁也,却與昏媾之義相通,亦說得有理。",N
Z021202,"""行夫云:""仁者順理,故不憂。",C
Z021206,"仁者所以無憂者,止縁仁者之心,便是一箇道理。",C
Z021207,"看是甚麽事来,不問大小,改頭換面来,自家此心,各各是一箇道理,應副去,不待事来,方始安排。",C
Z021208,"心便是理了,不是方見得道理合如此做,不是方去恁地做。",C
Z021209,"蔡行夫問仁者不憂一章曰:""知不惑,勇不懼,却易理㑹。",N
Z021212,"""洪慶問:""先生說是如何?""曰:""仁者,心便是理,看有甚事来,便有道理應他,所以不憂。",C
Z021213,"""(録》云:""仁者,理即是心,心即是理。",C
Z021214,"有一事来,便有一理/以應之,所以無憂。",C
Z021215,"""○《恪錄》一作'仁者,心與理,一心純)(是這道理,看甚麽事来,自有/這道理在,䖏置他自不煩惱)人所以憂者,只是卒然遇事,未有一箇道理應他,便不免有憂。",C
Z021216,"""(《恪錄》一作'今/人有這事却)(無這理,便䖏置不来,所以憂。",C
Z021236,"""或曰:""勇於義,是義理之勇,如孟施舍、北宫黝,皆血氣之勇。",N
Z021272,"先生因說:""可與立,未可與權,權䖏是道理,上面更有一重道理。",N
Z021290,"然一滚来滚去,則經與權,都鶻突沒理㑹了。",N
Z021294,"問經權曰:""權者,乃是到這地頭,道理合當恁地做,故雖異於經,而寔亦經也。",N
Z021304,"或問:""伊川云:'權即是經漢儒云:'反經合道其說如何?""曰:""伊川所說權,是說這䖏合恁地做,便是正理,須是曉得他意。",N
Z021305,"漢儒語亦未十分有病,但他意却是横說,一向不合道理,胡做了人曰:'男女授受不親,是常經合恁地。",N
Z021306,"嫂溺援之以手,亦是道理合恁地,但不是毎常底道理了。",N
Z021307,"譬如冬月,衣裘附火,是常理也。",N
Z021308,"忽然天氣做熱,便須衣夾揮扇,然便不是毎常底常理了公羊》就宋人執祭仲䖏,說得權,又怪異了。",N
Z021335,"湯、武之誅桀、紂,却是以臣殺君;周公之誅管、蔡,却是以弟殺兄,豈不是反經?但時節到這裏,道理當恁地做。",N
Z021336,"雖然反經却自合道理,但反經而不合道理則不可,若合道理,亦何害於經乎?""又曰:""合於權,便是經在其中。",N
Z021342,"問:""可與立,如何是立?""曰:""立是見得那正當底道理分眀了,不為事物所遷惑。",N
Z021344,"莫是經是一定之理,權則是隨事以取中,既是中,則與經不異否?""曰:""經是常行道理,權則是那常理,行不得䖏不得已,而有所通變底道理。",N
Z021348,學者須當先理㑹這正底道理。,N
Z021349,"且如朝廷之上,辨别君子、小人,君子則進之,小人則去之,此便是正當底道理。",N
Z021350,"今人不去理㑹,此却說小人亦不可盡去,須放他一路,不爾,反䏻害人。",N
Z021351,"自古固有以此而濟事者,但終非可常行之理。",N
Z021357,"如人之病,熱病者,當服涼藥;冷病者,當服熱藥,此是常理。",N
Z021372,"自非大賢以上,自見得這道理,合是恁地了不得也。",N
Z021386,"權即細宻,非見理大段精審,不䏻識。",N
Z021412,"常人云:'事有緩急,理有小大這様䖏,皆須以權稱之。",N
Z021432,"如舜不告而娶,是箇怪差底事,然以《孟子》觀之,却也是常理,只是不可常用。",N
Z021438,"伊川說曉得底却知得,權也是常理,曉不得底,却鶻突了。",N
Z021442,"但云大過,亦是常理則得。",N
Z021508,"許多道理,皆自聖人身上迸出来,惟聖人做得甚分曉,故門人見之熟,是以紀之詳也。",N
Z021511,"問:""賀孫讀《鄉黨》已終,覺得意思如何?""曰:""見得段段都是道理合着如此,不如此,定不得。",N
Z021513,"""曰:""聖賢一句,是一箇道理,要得教人識着,都是要人収拾已放之心。",N
Z021522,"和說則不失事上之恭,諍則又不失自家義理之正。",N
Z021624,"如只喫得許多物事,如不當喫,纔去貪喫不住,都是逆天理。",N
Z021625,"看道理,只管進只管細便好,只管見上面,只管有一重方好。",N
Z021627,"今人不是不理㑹道理,只是不肯仔細,只守著自底,便了,是是非非,一向都沒分别。",N
Z021707,"凡日用之間,一禮一樂,皆是禮樂,只管文勝去,如何合殺?湏有箇變轉道理。",N
Z021722,"如今人恁地文理細宻,倒未必好,寧可是白直粗踈底人。",N
Z021764,"人䏻誠敬,則與理為一,自然能盡事人事鬼之道。",C
Z021765,有是理則有是氣。,C
Z021770,然須知道人生有多少道理。,N
Z021783,"問:""伊川謂'死生、人鬼,一而二,二而一是兼氣與理言之否?""曰:""有是理則有是氣,有是氣則有是理。",C
Z021784,"氣則二,理則一。",C
Z021785,"徐問集注云'鬼神不外人事,在人事中,何以見?""曰:""鬼神只是二氣,屈伸往来,在人事,如福善禍滛,亦可見鬼神道理論語》少說此般話。",N
Z021786,"""曰:""動靜語黙,亦是此理否?""曰:""亦是。",C
Z021866,"他是箇謹厚底人,不曾見得道理,故曰愚。",N
Z021884,"若不是人主自理㑹得,如何說?當神宗時,羣臣上尊號,司馬温公宻撰不允詔書,勸上不受,神宗便不受。",N
Z021892,"盖他以遲鈍之故,見得未透,只得且去理㑹,終要洞達而後已。",N
Z021893,"若理㑹不得,便放下了,如何得通透?則是終於魯而已。",N
Z021896,"今一様敏底,見得容易,又不能堅守,鈍底捱得到,略曉得䖏,便說道理止此,更不深求,惟曾子不肯放舎。",N
Z021898,"眀道謂:""曾子竟以魯得之,縁他質鈍不解便理㑹得,故着工夫去看,遂看得来透徹,非他人所及。",N
Z021900,"且莫說義理,只如人學做文章,非是只恁地讀前人文字了,便㑹做得似他底,亦須是下工夫,始造其妙。",N
Z021917,"但顔子屢空,未至於聖人之皆無,而純然天理也。",C
Z021930,"乍看似好,而道理恐不如是。",N
Z021934,"問善人之道曰:""善人之道,只是箇善人底道理。",N
Z021953,"雖不踐成法,却暗合道理。",N
Z021984,"""伯謨曰:""黄老之教,本不為刑名,只要理㑹自已,亦不說要慘酷,但用之者過耳。",N
Z022033,"近世學者,多取此説,愛其新竒,而不察其不當於理,此甚害事,不可不知也。",N
Z022038,"讀《曾晳言志》一章曰:""此處正要理會。",N
Z022045,曾㸃是見他箇道理大原了。,N
Z022047,"曾㸃見得事事物物上,皆是天理流行,良辰美景,與幾箇好朋友行樂。",A
Z022049,"他看見日用之間,莫非天理,在在處處,莫非可樂。",C
Z022050,"他自見得那春服既成,冠者五六人,童子六七人,浴乎沂,風乎舞雩,詠而歸處,此是可樂天理。",C
Z022054,"他狂之病處易見,却要看他狂之好處是如何?縁他日用之間,見得天理流行,故他意思常恁地好。",A
Z022058,"敬之又問曾㸃章曰:""都不待着力説,只是他見得許多自然道理,流行發見眼前,觸處皆是。",A
Z022060,"只看他鼓瑟希鏗爾舍瑟而作,從容優裕,悠然自得處,無不是這箇道理。",N
Z022065,"""又曰:""這道理,處處都是,事父母、交朋友,都是這道理;接賔客,是接賔客道理,動静語黙,莫非道理;天地之運,春夏秋冬,莫非道理。",N
Z022070,"觀夫子""不知所以裁之""之語,則夫子正欲共他理會在。",N
Z022094,"三子在孔門,豈是全不理會義理?只是較粗,不如曾㸃之細。",N
Z022110,"他只是見得這大綱意思,於細宻處,未必便理㑹得。",N
Z022112,"如佛氏不可謂他無所見,但他只見得箇大渾淪底道理,至於精細節目,則未必知。",N
Z022118,"或謂㸃曾做工夫而未至,如何?""曰:""且只理會曾㸃,如何見得到這裏?不須料度他淺深,徒費心思也。",N
Z022119,"或問曾晳曰:""是他見得到日用之間,無非天理流行。",A
Z022139,"盖三子是就事上理會,曾㸃是見得大意。",N
Z022141,"若曾子之學,却與曾㸃全然相反,往往曾㸃這般説話,曾子初間却理會不得他。",N
Z022144,"今曾㸃説底,不曾理會得,又如何理會得後面底?""",N
Z022145,"所謂""天理流行""一句,須是先自盡於一心,然後及物,則能隨寓而樂。",A
Z022146,"如曾㸃,只是他先自分内見得箇道理。",N
Z022153,"問集注》云:""曾㸃之學,有以見乎日用之間,莫非天理流行之妙,日用之間,皆人所共。",A
Z022155,"在曾㸃見,則莫非天理,在他人則只以濟其嗜欲。",C
Z022157,"同是事,是者便是天理,非者便是人欲。",C
Z022159,"非禮勿視聼言動,便是天理,非禮而視聼言動,便是人欲植曰:""即是五峯所謂天理人欲,同行異情否?""曰:""是。",C
Z022161,"如為國以禮,他正縁見那為國以禮底道理未透,所以後來恁地。",N
Z022181,"夫子與㸃,以其無所係着,無所作為,皆天理之流行,夫何為哉?恭已正南面而已。",A
Z022191,"安老懐少、信朋友,自是天理流行。",A
Z022192,"天理流行,觸處皆是,暑往寒來,川流山峙,父子有親,君臣有義之類,無非這理。",A
Z022193,"如學而時習之,亦是窮此理;孝弟,仁之本,亦是實此理。",C
Z022194,"所以貴乎格物者,是物物上皆有此理,此聖人事,㸃見得到。",C
Z022197,"曾㸃把作一件大事來説,他見得這天理随處發見,處處皆是天理,所以如此樂。",A
Z022203,"日用間見得天理流行,才要着私意去安排,便不得。",A
Z022205,"這箇道理,是天生自然,不待安排。",C
Z022206,"'盖道理流行,無虧無欠,是天生自然如此與聖人安老懐少、信朋友底意思相似。",A
Z022217,"""又問曾㸃之狂如何?""曰:""他雖知此理,只是踐履未至。",C
Z022227,"曽㸃見識儘髙,見得此理洞然,只是未曾下得工夫。",C
Z022232,"此分明説事業,縁曾㸃見得道理大,所以堯、舜事業優為之,視三子規規於事為之末,固有間矣。",C
Z022264,"是徒見其忠之理,而不知其恕之理也。",C
Z022267,"問曾㸃言志,雖堯、舜事業,亦優為之曰:""曾㸃為人髙爽,日用之間,見得這天理流行之妙,故堯、舜事業,亦不過自此做將去。",A
Z022282,"要之只説得箇見得天理明,所以如此,只説得到此住,已上説不去了,要人自見得,只𬋩推説,已是枝蔓。",C
Z022283,"""或問:""程子云:'子路只縁曉不得為國以禮底道理。",N
Z022295,"某甞説:'學者只是依先儒注解,逐句逐字,與我理會,著實做將去,少間自見最怕。",N
Z022319,"㸃是已見得大意,其所言者,無非天理之流行,都不為事物所累。",A
Z022337,"若去得盡,即達為國以禮道理。",N
Z022341,陳仲亨説子路只是不達為國以禮道理數句未明。,N
Z022348,"若逹那為國以禮道理,便是這般氣象,意正如此。",N
Z022356,"如今看来,終不成才會得讓底道理,便與曾㸃氣象相似,似未會如此。",N
Z022369,盖三子只就事上見得此道理。,N
Z022370,"曾㸃是去自己心性上,見得那本原頭道理,使曾㸃做三子事,未必做得。",N
Z022373,"看得来,上面須别有説話在,必先說曾㸃已見此道理了,然後能如此,則體用具偹。",N
Z022375,"""因說一貫之㫖、忠恕之說,程先生門人中,亦只上蔡領畧得他意思,餘皆未曉浴沂》一章解,向来亦曾改過,但今尋未見在問先生謂:""三子從事上見得此道理,必如此說,然後見得。",N
Z022376,程子所謂只縁子路不達為國以禮道理。,N
Z022378,"三子皆是去事上見得此道理,而子路之言不讓,則便是不知不覺,違了這箇道理處,故夫子哂之也。",N
Z022383,"問:""前輩說鳶飛魚躍,與曾㸃浴沂一事同,不知曾㸃之事,何縁與子思之說同?""曰:""曾㸃見日用之間,莫非天理。",C
Z022384,"""問:""何以見曾㸃見日用之間,莫非天理?""曰:""若非見得日用之間無非天理,只恁地空樂,也無意思。",C
Z022409,"或曰:""若是人欲則易見,但恐自說是天理處,却是人欲,所以為難。",C
Z022415,"'此是尋常工夫都做了,故又說出向上一層工夫,以見義理之無窮。",C
Z022421,"且如聖賢千言萬語雖不同,都只是說這道理。",N
Z022423,"或說:""如今一等非理事,固不敢做,只在書院中時,亦自有一般私意難識。",N
Z022449,"克己復禮,不可將理字來訓禮字。",N
Z022450,"克去己私,固即能復,天理,不成克己後,便都没事。",C
Z022455,"賀孫問:""非天理,便是人欲,克盡人欲,便是天理。",C
Z022456,"如何却說克己了,又須著復於禮?""曰:""固是克了己,便是理。",C
Z022463,"""亞夫又問曰:""如坐如尸,立如齊,此是理,如箕踞跛倚,此是非禮。",C
Z022464,"去其箕踞跛倚,宜若便是理,然未能如尸如齊,尚是己私。",C
Z022488,"禮者,天理之節文,起居動作,莫非天理,起居動作之間,莫不渾全,是禮則是仁。",C
Z022504,"然只見他空底,不見實理,所以都無規矩準繩。",C
Z022516,"曰:""㬊問克己復禮曰:""人只有天理、人欲兩途,不是天理,便是人欲,即無不屬天理,又不屬人欲底一節。",C
Z022517,"且如坐如尸是天理,跛倚是人欲。",C
Z022521,"克得那一分人欲去,便復得這一分天理來;克得那二分己去,便復得這二分禮來。",C
Z022528,"""又問所以喚做禮而不謂之理者,莫是禮便是實了,有準則有著實處。",C
Z022530,"這箇禮是那天理節文,教人有準則處。",C
Z022559,"禮儀三百,威儀三千,却只是這箇道理,千條萬緒,貫通來,只是一箇道理。",C
